commodity_code,commodity_title,example,onet_soc_code,title
27111712,Pullers,Hand pullers,49-3023.00,Automotive Service Technicians and Mechanics
41111917,Digital testers,Handheld computer diagnostic equipment,49-3023.00,Automotive Service Technicians and Mechanics
27112717,Heat guns,Heat guns,49-3023.00,Automotive Service Technicians and Mechanics
27111710,Hex keys,Hex keys,49-3023.00,Automotive Service Technicians and Mechanics
31211908,Paint sprayers,High velocity low pressure HVLP spray guns,49-3023.00,Automotive Service Technicians and Mechanics
24101602,Hoists,Hoists,49-3023.00,Automotive Service Technicians and Mechanics
27111513,Hose cutter,Hose cutters,49-3023.00,Automotive Service Technicians and Mechanics
41103306,Pneumatic vacuum equipment,Hydraulic bleed tools,49-3023.00,Automotive Service Technicians and Mechanics
27121502,Hydraulic press frames,Hydraulic presses,49-3023.00,Automotive Service Technicians and Mechanics
23251501,Hydraulic press brake,Hydraulic shop presses,49-3023.00,Automotive Service Technicians and Mechanics
41113637,Voltage or current meters,Ignition module testers,49-3023.00,Automotive Service Technicians and Mechanics
25191814,Spark plug tester,Ignition testers,49-3023.00,Automotive Service Technicians and Mechanics
27131502,Compressed air gun,Impact guns,49-3023.00,Automotive Service Technicians and Mechanics
27112713,Impact wrenches,Impact wrenches,49-3023.00,Automotive Service Technicians and Mechanics
41113637,Voltage or current meters,In-line ignition spark testers,49-3023.00,Automotive Service Technicians and Mechanics
41112202,Heat tracing equipment,Infrared digital thermometers,49-3023.00,Automotive Service Technicians and Mechanics
41112202,Heat tracing equipment,Infrared thermometers,49-3023.00,Automotive Service Technicians and Mechanics
27111814,Inspection mirror,Inspection mirrors,49-3023.00,Automotive Service Technicians and Mechanics
27112106,Linemans pliers,Insulated pliers,49-3023.00,Automotive Service Technicians and Mechanics
27112110,Retaining ring pliers,Internal retaining ring pliers,49-3023.00,Automotive Service Technicians and Mechanics
25191704,Engine or vehicle stands,Jack stands,49-3023.00,Automotive Service Technicians and Mechanics
24101612,Jacks,Jacks,49-3023.00,Automotive Service Technicians and Mechanics
27111802,Levels,Laser levels,49-3023.00,Automotive Service Technicians and Mechanics
41112802,Tachometers,Laser photo tachometers,49-3023.00,Automotive Service Technicians and Mechanics
43212105,Laser printers,Laser printers,49-3023.00,Automotive Service Technicians and Mechanics
41111809,Leak testing equipment,Leak detecting diagnostic smoke machines,49-3023.00,Automotive Service Technicians and Mechanics
41111809,Leak testing equipment,Leak detection smoke machines,49-3023.00,Automotive Service Technicians and Mechanics
41111932,Liquid leak detectors,Leak detectors,49-3023.00,Automotive Service Technicians and Mechanics
41113704,Integrated circuit testers,Light emitting diode LED circuit testers,49-3023.00,Automotive Service Technicians and Mechanics
41111809,Leak testing equipment,Light emitting diode LED leak detector lights,49-3023.00,Automotive Service Technicians and Mechanics
27112120,C clamps,Locking C-clamps,49-3023.00,Automotive Service Technicians and Mechanics
27112115,Locking pliers,Locking jaw pliers,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Locking wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112134,Longnose pliers,Long nose pliers,49-3023.00,Automotive Service Technicians and Mechanics
25191719,Wheel nut or lug wrench,Lug wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112109,Magnetic tools,Magnetic pickup tools,49-3023.00,Automotive Service Technicians and Mechanics
41112403,Pressure indicators,Manifold gauge sets,49-3023.00,Automotive Service Technicians and Mechanics
41111939,Acoustic sensors,Mechanics' stethoscopes,49-3023.00,Automotive Service Technicians and Mechanics
23251802,Cutting die,Metal cutting dies,49-3023.00,Automotive Service Technicians and Mechanics
23241615,Taps,Metal cutting taps,49-3023.00,Automotive Service Technicians and Mechanics
23271408,Metal inert gas welding machine,Metal inert gas MIG welders,49-3023.00,Automotive Service Technicians and Mechanics
41111601,Micrometers,Micrometers,49-3023.00,Automotive Service Technicians and Mechanics
41113704,Integrated circuit testers,Mini circuit testers,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Modular diagnostic information systems,49-3023.00,Automotive Service Technicians and Mechanics
41113630,Multimeters,Multimeters,49-3023.00,Automotive Service Technicians and Mechanics
27112108,Needlenose pliers,Needlenose pliers,49-3023.00,Automotive Service Technicians and Mechanics
27111521,Nibblers,Nibblers,49-3023.00,Automotive Service Technicians and Mechanics
41112210,Remote reading thermometers,Non-contact thermometers,49-3023.00,Automotive Service Technicians and Mechanics
27111702,Nut drivers,Nut drivers,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Offset brake wrenches,49-3023.00,Automotive Service Technicians and Mechanics
41113631,Ohmmeters,Ohmmeters,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Oil filter wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112908,Oil gun,Oil injectors,49-3023.00,Automotive Service Technicians and Mechanics
41112403,Pressure indicators,Oil pressure gauges,49-3023.00,Automotive Service Technicians and Mechanics
27111706,Open end wrenches,Open end wrenches,49-3023.00,Automotive Service Technicians and Mechanics
41113638,Oscilloscopes,Oscilloscopes,49-3023.00,Automotive Service Technicians and Mechanics
23271707,Gas welding or brazing or cutting apparatus,Oxyacetylene welding equipment,49-3023.00,Automotive Service Technicians and Mechanics
41111924,Oxygen sensors,Oxygen sensors,49-3023.00,Automotive Service Technicians and Mechanics
31211908,Paint sprayers,Paint sprayers,49-3023.00,Automotive Service Technicians and Mechanics
43211508,Personal computers,Personal computers,49-3023.00,Automotive Service Technicians and Mechanics
27111701,Screwdrivers,Phillips head screwdrivers,49-3023.00,Automotive Service Technicians and Mechanics
27111605,Picks,Picks,49-3023.00,Automotive Service Technicians and Mechanics
27111505,Punches or nail sets or drifts,Pin punches,49-3023.00,Automotive Service Technicians and Mechanics
27111708,Pipe wrenches,Pipe wrenches,49-3023.00,Automotive Service Technicians and Mechanics
23271404,Plasma arc welding machine,Plasma cutters,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,Plastic tip hammers,49-3023.00,Automotive Service Technicians and Mechanics
27131502,Compressed air gun,Pneumatic chassis lubriguns,49-3023.00,Automotive Service Technicians and Mechanics
27131505,Pneumatic drill,Pneumatic drills,49-3023.00,Automotive Service Technicians and Mechanics
41103306,Pneumatic vacuum equipment,Pneumatic fluid evacuators,49-3023.00,Automotive Service Technicians and Mechanics
27131507,Pneumatic sanding machines,Pneumatic orbital sanders,49-3023.00,Automotive Service Technicians and Mechanics
27131501,Pneumatic impact wrenches,Pneumatic wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27112702,Power buffers,Polishers,49-3023.00,Automotive Service Technicians and Mechanics
41113101,Automotive exhaust emission analyzers,Portable exhaust analyzers,49-3023.00,Automotive Service Technicians and Mechanics
27112703,Power drills,Power drills,49-3023.00,Automotive Service Technicians and Mechanics
27112704,Power grinders,Power grinders,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Power pullers,49-3023.00,Automotive Service Technicians and Mechanics
27112708,Power sanders,Power sanders,49-3023.00,Automotive Service Technicians and Mechanics
27112709,Power saws,Power saws,49-3023.00,Automotive Service Technicians and Mechanics
47121805,Pressure or steam cleaners,Power washers,49-3023.00,Automotive Service Technicians and Mechanics
41103306,Pneumatic vacuum equipment,Pressure brake bleeders,49-3023.00,Automotive Service Technicians and Mechanics
46181902,Acoustic ear muffs or defenders,Protective ear muffs,49-3023.00,Automotive Service Technicians and Mechanics
46181504,Protective gloves,Protective gloves,49-3023.00,Automotive Service Technicians and Mechanics
27112502,Pry bars,Pry bars,49-3023.00,Automotive Service Technicians and Mechanics
27111505,Punches or nail sets or drifts,Punches,49-3023.00,Automotive Service Technicians and Mechanics
27112107,Adjustable widemouth pliers,Radiator hose pinchoff pliers,49-3023.00,Automotive Service Technicians and Mechanics
27111705,Box end wrenches,Ratcheting box wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111714,Specialty wrenches,Ratcheting gear wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111711,Ratchets,Ratchets,49-3023.00,Automotive Service Technicians and Mechanics
27111502,Razor knives,Razor knives,49-3023.00,Automotive Service Technicians and Mechanics
27112837,Hand reamer,Reamers,49-3023.00,Automotive Service Technicians and Mechanics
27112709,Power saws,Reciprocating saws,49-3023.00,Automotive Service Technicians and Mechanics
41113118,Multi gas monitors,Refrigerant gas analyzers,49-3023.00,Automotive Service Technicians and Mechanics
41113118,Multi gas monitors,Refrigerant identifiers,49-3023.00,Automotive Service Technicians and Mechanics
41111932,Liquid leak detectors,Refrigerant leak detectors,49-3023.00,Automotive Service Technicians and Mechanics
39121521,Motor starter controls,Remote starter switches,49-3023.00,Automotive Service Technicians and Mechanics
41111921,Speed sensors,Revolutions per minute RPM gauges,49-3023.00,Automotive Service Technicians and Mechanics
27112725,Power riveter,Rivet guns,49-3023.00,Automotive Service Technicians and Mechanics
27112402,Rivet tools,Riveting tools,49-3023.00,Automotive Service Technicians and Mechanics
25191714,Brake drum lathe,Rotor/drum brake lathes,49-3023.00,Automotive Service Technicians and Mechanics
46181802,Safety glasses,Safety glasses,49-3023.00,Automotive Service Technicians and Mechanics
46181605,Safety shoes,Safety shoes,49-3023.00,Automotive Service Technicians and Mechanics
27131507,Pneumatic sanding machines,Sandblasters,49-3023.00,Automotive Service Technicians and Mechanics
43211905,Organic light emitting displays,Scan tools,49-3023.00,Automotive Service Technicians and Mechanics
27141001,Trim or molding tools,Scrapers,49-3023.00,Automotive Service Technicians and Mechanics
27111709,Screw extractors,Screw extractor sets,49-3023.00,Automotive Service Technicians and Mechanics
27111701,Screwdrivers,Screwdrivers,49-3023.00,Automotive Service Technicians and Mechanics
27112303,Scribers,Scribers,49-3023.00,Automotive Service Technicians and Mechanics
27111506,Shears,Shears,49-3023.00,Automotive Service Technicians and Mechanics
23271409,Shielded metal arc welding or stick welding machine,Shielded arc welding tools,49-3023.00,Automotive Service Technicians and Mechanics
25171718,Brake repair kits,Shoe retaining spring tools,49-3023.00,Automotive Service Technicians and Mechanics
27111940,Mill saw file,Single-cut mill saw files,49-3023.00,Automotive Service Technicians and Mechanics
27111712,Pullers,Slide hammers,49-3023.00,Automotive Service Technicians and Mechanics
41113101,Automotive exhaust emission analyzers,Smoke machines,49-3023.00,Automotive Service Technicians and Mechanics
27111703,Socket sets,Socket wrench sets,49-3023.00,Automotive Service Technicians and Mechanics
27111704,Sockets,Socket wrenches,49-3023.00,Automotive Service Technicians and Mechanics
27111602,Hammers,Soft face hammers,49-3023.00,Automotive Service Technicians and Mechanics
23271603,Soldering iron,Soldering irons,49-3023.00,Automotive Service Technicians and Mechanics
41111617,Feeler gauges,Spark plug gapping tools,49-3023.00,Automotive Service Technicians and Mechanics
25191720,Spark plug wrench,Spark plug sockets,49-3023.00,Automotive Service Technicians and Mechanics
41113637,Voltage or current meters,Spark plug testers,49-3023.00,Automotive Service Technicians and Mechanics
27141001,Trim or molding tools,Spoons,49-3023.00,Automotive Service Technicians and Mechanics
23271712,Welding or soldering kit,Spot welding kits,49-3023.00,Automotive Service Technicians and Mechanics
47121805,Pressure or steam cleaners,Steam cleaning equipment,49-3023.00,Automotive Service Technicians and Mechanics
27141101,Steering wheel puller,Steering wheel column pivot pin pullers,49-3023.00,Automotive Service Technicians and Mechanics
27111904,Rasps,Stickleback rasps,49-3023.00,Automotive Service Technicians and Mechanics
27111701,Screwdrivers,Straight blade screwdrivers,49-3023.00,Automotive Service Technicians and Mechanics
27112127,Strap wrenches,Strap wrenches,49-3023.00,Automotive Service Technicians and Mechanics
25191701,Wheel balancing equipment,Strobe wheel balancing systems for heavy vehicles,49-3023.00,Automotive Service Technicians and Mechanics
41112802,Tachometers,Tachometers,49-3023.00,Automotive Service Technicians and Mechanics
27111801,Tape measures,Tape measures,49-3023.00,Automotive Service Technicians and Mechanics
27111505,Punches or nail sets or drifts,Taper punches,49-3023.00,Automotive Service Technicians and Mechanics
41113642,Circuit tester,Test lights,49-3023.00,Automotive Service Technicians and Mechanics
